Covidence,Study ID,Title,Reviewer Name,included,exp1_is_preregistered,exp1_has_pwr_analysis,exp1_hypothesis_quote,exp1_results_quote,exp1_support,exp1_sample_size,exp1_pwr_an_effect_type,exp1_pwr_an_effect_est_raw,exp1_pwr_an_effect_est_d,exp1_effect_justification,exp1_power_estimate,exp2_is_preregistered,exp2_has_pwr_analysis,exp2_hypothesis_quote,exp2_results_quote,exp2_support,exp2_sample_size,exp2_pwr_an_effect_type,exp2_pwr_an_effect_est_raw,exp2_pwr_an_effect_est_d,exp2_effect_justification,exp2_pwr_estimate,exp3_is_preregistered,exp3_has_pwr_analysis,exp3_hypothesis_quote,exp3_results_quote,exp3_support,exp3_sample_size,exp3_pwr_an_effect_type,exp3_pwr_an_effect_est_raw,exp3_pwr_an_effect_est_d,exp3_effect_justification,exp3_pwr_estimate,exp4_is_preregistered,exp4_has_pwr_analysis,exp4_hypothesis_quote,exp4_results_quote,exp4_support,exp4_sample_size,exp4_pwr_an_effect_type,exp4_pwr_an_effect_est_raw,exp4_pwr_an_effect_est_d,exp4_effect_justification,exp4_pwr_estimate
1666,Diao 2019,Validity and Reliability of a Pictorial Instrument for Assessing Fundamental Movement Skill Perceived Competence in Chinese Children,Consensus,Yes,No,No,The purpose of this study was to determine the validity and reliability of thePictorial Scale for Perceived Movement Skill Competence (PMSC) in Chinesechildren. ,"Results showed (a) facevalidity was better for object control skills; (b) internal consistency was adequatefor each subscale and all 13 skills (alpha range from .73–.87); (c) Intra-ClassCorrelations were good for locomotor (.62), object control (.73), and all 13 skills(.78); and (d) the modified two-factor model had a goodfit (CFI = .96, TLI = .94,RMSEA = .04, SRMR = .05). ",Yes,120.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Barnett 2019,An App to Assess Young Children's Perceptions of Movement Competence,Abigail Morgan,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Barnett 2019,An App to Assess Young Children's Perceptions of Movement Competence,Gianna Jeyarajan,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Barnett 2019,An App to Assess Young Children's Perceptions of Movement Competence,Consensus,No_no_hypotheses, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1664,Chan 2019,Perceived and Actual Movement Skill Competence: The Association Among Primary School Children in Hong Kong,Chitrini Tandon,Yes,No,No, It was hypothesized that there were significant positive associationsbetween perceived and actual skill competence (both locomotor and object control)among primary school children (both lower and upper grades),"There was noassociation between students’perceptions and actual FMS scores. MANCOVAresults indicated that children in upper grades had significantly lower skillperceptions than their younger counterparts. Overall, boys had higher perceptionsof object control skill than girls did. ",No,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Chan 2019,Perceived and Actual Movement Skill Competence: The Association Among Primary School Children in Hong Kong,Julie Hubley,Yes,No,No, It was hypothesized that there were significant positive associations between perceived and actual skill competence (both locomotor and object control) among primary school children (both lower and upper grades). , There was no association between students’ perceptions and actual FMS scores.,No,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Chan 2019,Perceived and Actual Movement Skill Competence: The Association Among Primary School Children in Hong Kong,Consensus,Yes,No,No, It was hypothesized that there were significant positive associations between perceived and actual skill competence (both locomotor and object control) among primary school children (both lower and upper grades). , There was no association between students’ perceptions and actual FMS scores.,No,568, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1663,Brian 2019,Actual and Perceived Motor Competence Levels of Belgian and United States Preschool Children,Julie Hubley,Yes,No,No,"Based on these findings, we hypothesized that
Belgian children will demonstrate similar levels of locomotor skills and lower levels of object control skills compared to the US children.","Belgian children performed significantly higher on actual object control and locomotor skills than US children. However, both Belgian and US children scored significantly worse on the
TGMD-2 when compared to the US norm group from 1997–1998.",No,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Brian 2019,Actual and Perceived Motor Competence Levels of Belgian and United States Preschool Children,Aaron Schwarz,Yes,No,No,"Based on these findings, we hypothesized that
Belgian children will demonstrate similar levels of locomotor skills and lower levels
of object control skills compared to the US children.",Belgian children per-formed significantly higher on actual object control and locomotor skills than US children.,No,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Brian 2019,Actual and Perceived Motor Competence Levels of Belgian and United States Preschool Children,Consensus,Yes,No,No,"Based on thesefindings, we hypothesized thatBelgian children will demonstrate similar levels of locomotor skills and lower levelsof object control skills compared to the US children.",Belgian children per-formed significantly higher on actual object control and locomotor skills than USchildren. ,No,163, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1662,O'Brien 2019,Do Irish Adolescents Have Adequate Functional Movement Skill and Confidence?,Aaron Schwarz,Yes,No,No,"The purpose of the current research was to gather cross-sectional data on adolescent
youth, differentiated by gender, specifically to inform the development of a targeted
movement-oriented intervention.","Adolescent males scored higher in the overall fundamental
movement skill domain (male mean score = 70.87 ± 7.05; female mean score =
65.53 ± 7.13), yet lower within the functional movement screen (male mean
score = 13.58 ± 2.59), in comparison to their female counterparts (female mean
score =14.70 ± 2.16",No,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,O'Brien 2019,Do Irish Adolescents Have Adequate Functional Movement Skill and Confidence?,Gianna Jeyarajan,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,O'Brien 2019,Do Irish Adolescents Have Adequate Functional Movement Skill and Confidence?,Consensus,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Dreiskaemper 2019,The Perceived Motor Competence Questionnaire in Childhood (PMC-C),Hugh Brooks,No_no_hypotheses,,,,,,,,,,,,No,No,"Study 2 was conducted to analyze the degree of reliability and validity of thepresented three-item per skill questionnaire using an independent, larger sample",The perception of fundamental motor skills based ontwo scales (locomotion skills and object-control skills) can be measured in a validand reliable way by using the PMC-C.,Yes,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Dreiskaemper 2019,The Perceived Motor Competence Questionnaire in Childhood (PMC-C),Maryanne Vinh,No_no_hypotheses,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Dreiskaemper 2019,The Perceived Motor Competence Questionnaire in Childhood (PMC-C),Consensus,No_no_hypotheses, , ,,, ,, ,,, ,, , ,"Study 2 was conducted to analyze the degree of reliability and validity of thepresented three-item per skill questionnaire using an independent, larger sample",The perception of fundamental motor skills based ontwo scales (locomotion skills and object-control skills) can be measured in a validand reliable way by using the PMC-C.,Yes,197, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1660,Timler 2019,Factors Contributing to Australian Adolescents' Self-Report of Their Motor Skill Competence,Aaron Schwarz,,No,No,"This study aims to provide evidence of the construct validity of the AMCQ using Principle Component Analysis (PCA) and to identify factors that contributed to Australian adolescent self-reported motor competence. A final aim was to determine whether individual
item responses differed between males and females.","These findings indicate male and female
adolescents may judge their motor competence on different factors, which should
be considered when planning physical activity interventions.",Yes,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Timler 2019,Factors Contributing to Australian Adolescents' Self-Report of Their Motor Skill Competence,Hugh Brooks,Yes,No,No,"The aims of this study, therefore,were to use Principle Component Analysis (PCA) to provide evidence of theconstruct validity of the AMCQ and secondly to identify factors that contributed toAustralian adolescent self-reported motor competence. ","Although some items loaded onto a couple of factors, all four factorsconverged into one higher order factor of motor competence. This is an importantfinding to acknowledge as it demonstrates the AMCQ has construct validity.",Yes,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Timler 2019,Factors Contributing to Australian Adolescents' Self-Report of Their Motor Skill Competence,Consensus,Yes,No,No,"The aims of this study, therefore,were to use Principle Component Analysis (PCA) to provide evidence of theconstruct validity of the AMCQ and secondly to identify factors that contributed toAustralian adolescent self-reported motor competence. ","Although some items loaded onto a couple of factors, all four factorsconverged into one higher order factor of motor competence. This is an importantfinding to acknowledge as it demonstrates the AMCQ has construct validity.",Yes,160, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1659,Pesce 2019,When Children's Perceived and Actual Motor Competence Mismatch: Sport Participation and Gender Differences,Hugh Brooks,Yes,No,Yes,"This study examined the (mis)match between children’s perceived and actualmotor skill competence, the role played by sport practice and gender whenchildren under- or overestimate their motor competence, and the biomechanicalcorrelates of perceived competence and perceived–actual competence (mis)match.","Differences emerged with respect to gender, with mostgirls underestimating and most boys overestimating their object control compe-tence, and with respect to sport participation, with OE of locomotor competencepracticing a larger amount of sport than UE. ",Yes,90,f,0.33,0.66,previous_study,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Pesce 2019,When Children's Perceived and Actual Motor Competence Mismatch: Sport Participation and Gender Differences,Abbey Corson,Yes,No,Yes,"In the present study, we madeafirst attempt to extend this type of investigation to the associations amongsubjectively perceived, observed and objectively measured motor skill compe-tence.","Differences emerged with respect to gender, with mostgirls underestimating and most boys overestimating their object control compe-tence, and with respect to sport participation, with OE of locomotor competencepracticing a larger amount of sport than UE. ",Yes,90,f,0.33,0.66,previous_study,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Pesce 2019,When Children's Perceived and Actual Motor Competence Mismatch: Sport Participation and Gender Differences,Consensus,Yes,No,Yes,"This study examined the (mis)match between children’s perceived and actualmotor skill competence, the role played by sport practice and gender whenchildren under- or overestimate their motor competence, and the biomechanicalcorrelates of perceived competence and perceived–actual competence (mis)match.","Differences emerged with respect to gender, with mostgirls underestimating and most boys overestimating their object control compe-tence, and with respect to sport participation, with OE of locomotor competencepracticing a larger amount of sport than UE. ",Yes,90,f,0.33,0.66,previous_study,80, , ,,, ,, ,,, ,, , ,,, ,, ,,," 
Decision required
",, , ,,, ,, ,,, ,
1658,Rogers 2019,The Relationship Between Fundamental Movement Skills and Physical Self-Perception Among Adolescent Girls,Abigail Morgan,Yes,No,No,"It was hypothesized that there would be a positive significant associationbetween FMS and physical self-perception and the association would becomeprogressively stronger, as the relationship became more skill specific.","Resultsfound positive moderate and significant associations between actual FMS andphysical self-perception, perceived sports competence, and, to a lesser degree,perceived FMS. Actual and perceived object control skill were also moderatelyassociated, but there was no association between actual and perceived locomotorskill. After adjusting for potential confounders, FMS remained a significantpredictor of each level of perception in each model, except for locomotor skill",Yes,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Rogers 2019,The Relationship Between Fundamental Movement Skills and Physical Self-Perception Among Adolescent Girls,Chitrini Tandon,Yes,No,No," It was hypothesized that there would be a positive significant associationbetween FMS and physical self-perception and the association would becomeprogressively stronger, as the relationship became more skill specific","Resultsfound positive moderate and significant associations between actual FMS andphysical self-perception, perceived sports competence, and, to a lesser degree,perceived FMS. Actual and perceived object control skill were also moderatelyassociated, but there was no association between actual and perceived locomotorskill. After adjusting for potential confounders, FMS remained a significantpredictor of each level of perception in each model, except for locomotor skill.",Yes,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
